0,281880779.711,0.0
1,276325141.89,0.0
2,288830592.501,0.0
3,291683188.264,0.0
4,284479855.973,0.0
5,291295520.635,0.0
6,300421876.349,0.0
7,285644753.011,0.0
8,285049117.939,0.0
9,273827637.272,0.0
10,290250283.336,0.0
11,290428424.36,0.0
12,290441930.953,0.0
13,281890104.188,0.01
14,290043934.351,0.0
15,296344485.903,0.0
16,295063906.926,0.01
17,292097880.355,0.0
18,288070829.657,0.01
19,302985639.274,0.0
20,297911530.901,0.0
21,299999858.056,0.0
22,288910967.923,0.0
23,275916253.284,0.0
24,295222288.552,0.0
25,292682050.917,0.0
26,297141176.791,0.0
27,298864020.11,0.01
28,292925549.615,0.0
29,293255524.084,0.01
30,301850096.177,0.0
31,284026396.657,0.0
32,300457886.313,0.01
33,293367577.561,0.0
34,280158655.998,0.0
35,298355772.511,0.01
36,295990245.567,0.0
37,290583245.7,0.0
38,286173615.55,0.01
39,281577395.438,0.0
40,288263302.897,0.0
41,293342940.178,0.0
42,290582587.317,0.0
43,293405152.655,0.0
44,282912374.901,0.0
45,289989050.262,0.0
46,294089915.116,0.0
47,290950918.464,0.0
48,284349288.231,0.0
49,288318662.148,0.0
50,297068585.769,0.0
51,289931989.687,0.0
52,301362082.109,0.01
53,285057115.744,0.0
54,289969127.385,0.0
55,287867619.469,0.0
56,288515699.583,0.0
57,284888676.069,0.0
58,295028706.003,0.0
59,283352542.537,0.01
60,296305130.295,0.01
61,285563510.484,0.0
62,281764906.062,0.0
63,283878120.415,0.0
64,299003840.335,0.0
65,286674019.051,0.0
66,301245178.474,0.0
67,288200636.719,0.0
68,304447453.92,0.0
69,287795066.238,0.01
70,292278851.256,0.0
71,284389166.429,0.0
72,297022404.078,0.01
73,291285618.938,0.0
74,284068646.181,0.0
75,291948954.346,0.0
76,297496536.693,0.0
77,294652421.52,0.0
78,277948363.911,0.0
79,289722622.791,0.0
80,285901166.218,0.0
81,288891206.112,0.01
82,287793059.887,0.01
83,293776388.41,0.0
84,289084677.76,0.0
85,284516297.954,0.01
86,288052909.425,0.0
87,283442368.162,0.0
88,291815008.877,0.0
89,288627458.511,0.0
90,299339576.192,0.0
91,282510066.918,0.0
92,286345580.477,0.0
93,280792964.184,0.01
94,282057611.967,0.0
95,286759099.965,0.0
96,287941186.401,0.0
97,289208769.857,0.01
98,287903332.715,0.0
99,289618289.684,0.0
100,298302144.937,0.0
101,297384468.317,0.0
102,289919824.089,0.0
103,294320052.869,0.0
